Titulo;link;Descricao
https://www.vagas.com.br/vagas/v2329419/estagio;Estagio ;Estagio;        :  A  Rede  Cidada  esta  constantemente  selecionando  Estagiarios  para  fazer  parte  do  nossa  REDE.  Neste  momento  temos  vagas  para  atuar:ATIVIDADES:  Formar  e  manter  o  relacionamento  com  as  empresas  e  clientes  do  Programa  Socioparendizagem-  Garantir  a  qualidade  dos  processos  admissionais  e  demissionais  dos  jovens  aprendizes-  garantindo  a  assinatura  dos  contratos-  lancamento  no  sistema  Agil  e  interface  com  DP-  no  caso  de  contratacoes  gestao  trabalhista  Rede-  Realizar  atendimento  presencial  e  via  telefone  dos  interessados  no  programa  de  aprendizagem  e  estagio-  Orientar  as  empresas  sobre  processos  de  administracao  de  pessoal  e  folha  de  pagamento  dos  aprendizes-  incluindo  admissao-  matricula-  demissao  e  gestao  de  beneficios-  Solicitar-  entregar  os  uniformes  dos  aprendizes  e  garantir  o  registro  de  recebimento  dos  mesmos-  Acompanhar  e  manter  a  acuracidade  dos  dados  quantitativos  e  qualitativos  nas  ferramentas  definidas  pela  organizacao  e  fornecer  o  status  do  programa  de  socioaprendizagem  do  territorio  e  outros  projetos  se  houver-  Realizar  a  logistica  de  cadastramento/atualizacao  dos  dados  do  aprendiz-  enturmacao-  lancamento  de  ocorrencias-  acompanhamentos-  cadastro  de  educadores  corporativos-  reposicao-  avaliando  curso  da  aprendizagem-  horario  de  escola-  se  o  aprendiz  possui  alguma  deficiencia-  entre  outros  conforme  a  necessidade-  no  sistema  Agil-  Confeccionar  e  enviar  comunicado  para  aprendizes  e  empresas-  informando  sobre  horario  e  turma  que  irao  participar-  Comunicar  ao  educador  social  e/ou  educador  tutor-  a  inclusao  de  novos  jovens  de  acordo  com  as  empresas  e  as  turmas  que  serao  inseridos-  Realizar  a  confeccao  da  lista  de  presenca  e  entregar  para  o  educador  social-  Realizar  o  controle  da  folha  de  ponto  dos  aprendizes-  apos  fechada  pelos  educadores  e  direciona-las  para  as  empresas  no  inicio  do  mes  subsequente  ou  quando  solicitado  pelo  parceiro  (quando  gestao  empresa)-  Reportar  ao  coordenador  pedagogico  ou  lider  o  controle  de  empresas  por  tutores-  Apoiar  a  equipe  do  territorio  no  acompanhamento  do  calendario  letivo  e  construcao  das  acoes  definidas  no  Plano  de  Trabalho.  Realizar  encaminhamento  do  jovem  para  as  empresas  com  vagas  de  aprendizagem-  realizar  monitoramento  do  resultado.  Garantir  a  qualidade  dos  processos  admissionais  e  demissionais  dos  jovens  aprendizes-  garantindo  o  acompanhamento  da  assinatura  digital  dos  contratos-  Realizar  atendimento  presencial  e  via  telefone  dos  interessados  no  programa  de  aprendizagem. ATIVIDADES: O  Estagiario  em  Administracao/Psicologia  atua  na  area  da  Sociaprendizagem  com  as  seguintes  atribuicoes: Apoiar  na  insercao  de  informacoes  no  sistema  utilizado  pela  area  (reposicoes-  enturmacoes-  ocorrencias-  cadastros-  desligamentos-  dentre  outros  que  necessitar)-    Auxiliar  no  acompanhamento  de  acessos  dos  aprendizes  na  plataforma  ead-    Apoiar  na  confeccao  de  relatorios-    Apoiar  na  manutencao  das  redes  sociais  da  Rede  Cidada  no  territorio-    Orientar  e  dar  suporte  aos  aprendizes-    Apoiar  na  realizacao  do  atendimento  aos  parceiros- ATIVIDADES: Orientar  e  acompanhar  os  jovens  aprendizes  quanto  as  demandas  de  sua  vivencia  pratica  na  empresa-  Apoiar  nos  processos  de  socioaprendizagem  repassando  os  valores-  missao  e  visao  da  Rede  Cidada-  Garantir  a  qualidade  do  processo  de  formacao  teorica  dos  jovens  aprendizes  de  forma  a  auxiliar  no  desenvolvimento  de  suas  habilidades  pessoais  e  profissionais-  Acompanhar  o  educador  social  nos  encontros  presenciais  e  remotos  seguindo  o  material  pedagogico-  Realizar  encaminhamento  do  jovem  para  as  empresas  com  vagas  de  aprendizagem-  realizar  monitoramento  do  resultado-  Orientar  as  empresas  sobre  processos  de  administracao  de  pessoal  e  folha  de  pagamento  dos  aprendizes-  incluindo  admissao-  matricula-  demissao  e  gestao  de  beneficios-  Realizar  o  controle  da  folha  de  ponto  dos  aprendizes-  apos  fechada  pelos  educadores  e  direciona-las  para  as  empresas  no  inicio  do  mes  subsequente  ou  quando  solicitado  pelo  parceiro. PRE  REQUISITOS:Ensino  superior  andamento:  Administracao  (3  periodo)Psicologia  (3  periodo)  Pedagogia  (3  periodo)  Gestao  de  Recursos  Humanos  (1o  ou  2o  periodo)- DIFERENCIAL:    Pacote  Office  intermediaria-INFORMACOES  ADICIONAIS:  Horario  de  Trabalho:  30h  semanais-  de  segunda  a  sexta Estamos  recebendo  curriculos  de  todo  Brasil Regime  contratual:  Estagio-                        Outros  requisitos:  INFORMACOES  ADICIONAIS: Horario  de  Trabalho:  30h  semanais-  de  segunda  a  sexta  das  12h  as  18h    ;2022/02/17
https://www.vagas.com.br/vagas/v2379816/estagiario;Estagiario;Estagio;        :  O  escritorio  iniciou  processo  seletivo  de  estagiario  para  a  area  civel  imobiliaria-  para  trabalhar  em  Sao  Paulo-  mais  especificamente  na  Vila  Olimpia.  A  vaga  e  para  trabalhar  com  a  parte  consultiva-  mais  especificamente  com  contratos.  As  atividades  consistem  no  auxilio  a  elaboracao  e  revisao  de  contratos  comerciais  e  assessoramento  juridico  aos  clientes.  Busca-se  profissional  proativo  e  engajado.  Determinacao-  vontade  de  aprender-  facilidade  em  trabalhar  em  equipe  e  atencao  sao  fundamentais.Outros  requisitos:  Ter  experiencia  previa  em  escritorio  ou  empresa  sera  um  diferencial.Nao  e  necessaria  a  carteira  da  OAB.  A  preferencia  de  contratacao  e  a  partir  do  5o  periodo.  ;2022/05/20
https://www.vagas.com.br/vagas/v2370755/estagio-direito;Estagio   Direito;Tecnico;        :  Atividades:Auxilio  na  analise  e  elaboracao  de:    -  contratos-  aditivos-  termo  de  rescisao-  termo  de  cessao-  -  respostas  a  notificacao  extrajudicial-  Acompanhamento  de  Processos  Administrativos  ANS  com  elaboracao  de  respostas  a:  Oficios-   NIP-   Ressarcimento  ao  SUS- Elaboracao  de  relatorio  de  controle  de  processos  judicias  e  administrativos- Cadastro  e  controle  das  demandas  juridicas  no  sistema- Auxilio  na  captacao  de  subsidios  na  jurisprudencia  e  legislacao  vigente  para  analise  de  consultas  regulatorias.Requisitos: Cursando  a  partir  do  6o  semestre  de  Direito-Pacote  Office-  Ingles  intermediario-      Idiomas:Ingles  -  Nivel  Avancado  ;2022/04/29
https://www.vagas.com.br/vagas/v2370941/estagiario-de-t-i;Estagiario de T.I  ;Estagio;        :  Auxilio  na  manutencao  de  microcomputadores  e  impressoras-  Auxilio  na  instalacao  de  hardware  e  software  (computadores-  notebooks-  impressoras-  scanners-  drivers-  plug-ins  e  softwares  de  gerenciamento  dos  fabricantes).  Requisitos:   Estar  cursando  2  semestre  em  redes  de  computadores.   Outros  requisitos:  Requisitos:  Estar  cursando  2  semestre  em  redes  de  computadores.    ;2022/04/29
https://www.vagas.com.br/vagas/v2370170/estagio-na-area-administrativa;Estagio na Area Administrativa;Estagio;        :  Estar  cursando  a  partir  do  3o  semestre  de:  Gestao  Financeira-  Gestao  Comercial-  Ciencias  Contabeis  ou  Administracao  de  Empresas  -  PERIODO  NOTURNOHorario  de  trabalho:  10h00  as  17h00  com  01h00  almoco  Atividades  a  serem  desenvolvidas:	Cadastrar  produtos  no  sistema  proprio  da  empresa.	Atualizar  relatorios  diariamente  em  planilhas  de  Excel.	Acompanhar  os  pedidos  de  compra  da  area  Comercial  de  produtos  Nacionais  e  Importados.	Atualizar  relatorios  diariamente  em  planilhas  de  Excel.Local  de  Trabalho:    Zona  Sul  de  Sao  Paulo-  ao  lado  de  estacao  de  metroIdiomas:Ingles  -  Nivel  IntermediarioOutros  requisitos:  *  Agilidade  em  planilhas  de  Excel  (tem  que  conhecer  planilhas  com  formulas)  ;2022/04/28
https://www.vagas.com.br/vagas/v2367307/programa-de-estagio-2022;Programa de Estagio   2022 ;Estagio;        :  Programa  de  Estagio  que  fara  voce  alavancar  sua  carreira.Gosta  de  desafios?  Nao  fique  de  fora!!QUEM  PODE  PARTICIPAR? Estudantes  de: Engenharias  (mecanica-  mecatronica-  producao-  automacao-  mecatronica-  eletrica-  eletronica-  producao-  civil)-   Administracao- Ciencias  Economicas- Ciencias  Contabeis- Estatistica-  Tecnologia  da  Informacao  e  Dados-    Sistemas  de  Informacoes-   Analise  e  Desenvolvimento  de  sistemas-  LOCALIZACAO  Belem  (PA) Macae  (RJ)  Rio  de  Janeiro  (RJ)  Contagem  (MG) Sao  Goncalo  do  Rio  Abaixo  (MG) Uberlandia  (MG)  Sao  Paulo  (SP)  Sumare  (SP) Serra  (ES) Salvador  (BA)  Fortaleza  (CE)  Teresina  (PI) Goiania  (GO)  Jaboatao  (PE)  Campo  Novo  do  Parecis  (MT) Cuiaba  (MT) Campo  Grande  (MS) Sao  Luis  (MA) Joao  Pessoa  (PB)   Maceio  (AL) Buscamos  talentos  cheios  de  visao  de  futuro  e  vontade  de  fazer  acontecer.  Estimulamos  voce  a  ser  do  seu  tamanho.  Isso  sim  e  comecar  grande.Idiomas:Ingles  -  Nivel  IntermediarioOutros  requisitos:   Graduacao  com  conclusao  prevista  para  Julho/2024.  Disponibilidade  para  estagiar  30  horas  semanais.  Excel  e  Ingles  em  niveis  intermediario.    ;2022/04/20
https://www.vagas.com.br/vagas/v2373086/estagiario-em-suprimentos;Estagiario em Suprimentos;Estagio;        :  A  Mineracao  Taboca-  maior  produtora  de  estanho  do  Brasil-  esta  com  uma  oportunidade  para  Estagio  na  area  de  Suprimentos  !!Se  voce  esta  cursando  a  graduacao  em  Administracao-  Economia-  Comercio  Exterior  ou  areas  afins  e  tem  um  bom  nivel  de  conhecimento  em  Excel  e  PowerPoint-  essa  oportunidade  pode  ser  para  voce.  Aqui-  voce  atuara  com  as  seguintes  atividades: Atualizacao  e  analise  de  pesquisas  e  indicadores  da  area-   Preparacao  de  apresentacoes-   Controles  documentais-  tabulacao  e  analise  de  documentos  legais  de  fornecedores- Manutencao  dos  dados  no  portal  de  fornecedores- Controle  de  nao  conformidades  no  cadastro- Atualizacao  de  procedimentos  da  area  de  suprimentos  e  logistica- Monitoramento  dos  planos  de  acao  da  area- Comunicacoes  internas  e  externas.   Idiomas:Espanhol  -  Nivel  Intermediario  e  Ingles  -  Nivel  IntermediarioOutros  requisitos:   Excel-  nivel  avancado  (macros) PowerPoint-  nivel  avancado Conhecimentos  em  VBA  e  PowerBI  (diferenciais) Conhecimento  em  SAP  (diferencial) Espanhol  e  Ingles  intermediarios  (diferenciais)   ;2022/05/04
https://www.vagas.com.br/vagas/v2373838/estagiario-a-fp-a;Estagiario (a) FP&A;Estagio;        :  O  estagiario  de  FP&A  sera  responsavel  por  auxiliar  o  especialista  e  o  coordenador  da  area-  atualizando  arquivos  e  preparando  os  mesmos  para  posterior  analise. Tambem  auxiliara  em  comunicacoes  com  as  demais  areas-  com  e-mails  padroes  de  comunicacao  mensal  como  por  exemplo  a  divulgacao  do  FX  rate-  imprescindivel  para  os  calculos  financeiros. Alem  de  dar  suporte  na  manutencao  de  arquivos  recorrentes-  dara  suporte  para  quaisquer  outras  atividades  pontuais  de  Planejamento  quando  for  requerido. Outros  requisitos:  	Gostar  de  trabalhar  com  numeros  e  analises  e  saber  trabalhar  em  equipe- 	Superior  cursando  em  Administracao-  Ciencias  Contaveis  e  Economia. 	Desejavel  ter  Idiomas  Ingles  e/ou  Frances. 	Desejavel  conhecimento  do  Pacote  Office  (Word-  PowerPoint-  etc).   	Imprescindivel  algum  conhecimento/treinamento  em  Excel 	E  diferencial  conhecimentos  em  escrita  VBA  e  PowerBI.   ;2022/05/05
https://www.vagas.com.br/vagas/v2374384/estagiario-a-de-vendas;Estagiario(a) de Vendas;Estagio;        :  A  area  de  vendas  e  uma  das  funcoes  principais  da  empresa:  e  ela  que  faz  o  primeiro  contato  com  os  clientes  e  garante  que  a  experiencia  seja  unica!! As  principais  atividades  do  estagiario  nesta  area-  e  dar  suporte  na  administracao  de  novas  oportunidades-  criacao  de  ofertas  e  negociacao  com  clientes. Para  isso-  sao  necessarios  os  seguintes  pre-requisitos: Formacao  superior  em  andamento- Ser  apaixonado  por  engajar  e  motivar  pessoas- Gostar  de  trabalhar  em  equipe  e  em  ambientes  desafiadores- Ter  habilidades  de  comunicacao  verbal  e  escrita- Obs:  Possuir  Ingles  Avancado  sera  um  diferencial~ Sobre  a  vaga: Localidade:  Sao  Paulo-  SP Modalidade:  Hibrido Escala:  Segunda  a  Sexta Horario:  09:00  as  16:00  (flexivel)Idiomas:Ingles  -  Nivel  Intermediario  ;2022/05/06
https://www.vagas.com.br/vagas/v2374713/estagio-em-controladoria;Estagio em Controladoria;Estagio;        :  -  Auxiliar  na  estruturacao-  automacao  e  divulgacao  dos  dados  financeiros  de  uma  das  areas  de  negocio  da  empresa  na  America  do  Sul.  -  Com  base  nas  normas  e  procedimentos  da  empresa-  ira  atuar  no  planejamento  e  definicao  das  metas  do  negocio-  alem  de  analisar  a  performance  real.  -    Estabelecer  correlacoes  dos  dados  de  diferentes  areas-  analisa-los-  indicar  desvios-  tendencias  e  impactos  futuros  para  suportar  a  tomada  de  decisao  da  empresa.Idiomas:Ingles  -  Nivel  AvancadoOutros  requisitos:  *  Graduacao  regular  em  curso  (desejavel  cursando  entre  2  e  4  semestre)  -  periodo  noturno  -  Cursos:  Administracao  /  Economia  /  Ciencias  Contabeis  /  Engenharia  /  Sistemas  e  tecnologia  da  informacao  /  Processamento  de  dados*  Ingles  Avancado  (para  escrita-  leitura  e  interpretacao  de  relatorios/  documentos/e-mails) *  Excel  intermediario  /  avancado Desejavel  conhecimentos  em  Power  BI  /  Programacao  SQL  e  Data  Lake   ;2022/05/06
